location,EW,EW_start_date,cases,p_rt1,p_inc100k,alert,Rt,transmission,epidemic_threshold
C,202439,2024-09-22,72,0.941754,76.31565,1,1.322631,0,1
C,202440,2024-09-29,66,0.6766114,69.95601,1,1.0845197,0,1
C,202441,2024-10-06,77,0.81924844,81.61535,1,1.1645403,0,1
C,202442,2024-10-13,96,0.97439903,101.7542,1,1.3536339,1,1
C,202443,2024-10-20,77,0.4607866,81.61535,1,0.98436135,0,1
C,202444,2024-10-27,129,0.9982308,136.73221,1,1.4927619,1,1
C,202445,2024-11-03,108,0.8110486,114.47347,1,1.1314526,0,1
C,202446,2024-11-10,152,0.9954291,161.11081,1,1.3822192,1,1
C,202447,2024-11-17,162,0.9870275,171.7102,2,1.3020494,1,1
C,202448,2024-11-24,157,0.8113052,166.4105,2,1.1074513,0,1
C,202449,2024-12-01,255,0.99999875,270.2846,2,1.5979599,1,1
C,202450,2024-12-08,375,1.0,397.47736,2,1.9482039,1,2
C,202451,2024-12-15,425,1.0,450.47433,4,1.6169552,1,2
C,202452,2024-12-22,478,0.9999965,506.65112,4,1.3689756,1,2
C,202501,2024-12-29,551,0.999987,584.02673,4,1.3113242,1,2
C,202502,2025-01-05,594,0.9997424,629.6041,4,1.2366589,1,2
C,202503,2025-01-12,540,0.5845525,572.3674,4,1.0131191,0,2
C,202504,2025-01-19,451,0.0006302596,478.03275,4,0.81547266,0,2
C,202505,2025-01-26,552,0.74812615,585.0867,4,1.0414777,0,2
C,202506,2025-02-02,567,0.9606655,600.9857,4,1.1131942,1,2
C,202507,2025-02-09,409,0.00012470706,433.5153,4,0.7858029,0,2
C,202508,2025-02-16,421,0.0020733753,446.23456,4,0.828271,0,2
C,202509,2025-02-23,344,5.7034278e-05,364.6192,4,0.7599149,0,2
C,202510,2025-03-02,281,3.092157e-06,297.84302,4,0.70523185,0,2
C,202511,2025-03-09,304,0.041650023,322.22162,4,0.87310517,0,2
C,202512,2025-03-16,256,0.015147198,271.34454,1,0.83295095,0,1
C,202513,2025-03-23,200,8.203424e-05,211.98792,1,0.70794153,0,1
C,202514,2025-03-30,226,0.1080942,239.54634,1,0.8931486,0,1
C,202515,2025-04-06,204,0.1534907,216.22768,1,0.90611184,0,1
C,202516,2025-04-13,188,0.10321399,199.26865,1,0.88149303,0,1
C,202517,2025-04-20,194,0.30775887,205.62828,1,0.95094216,0,1
C,202518,2025-04-27,195,0.5008741,206.68822,1,1.0002217,0,1
C,202519,2025-05-04,172,0.15409379,182.3096,1,0.8986466,0,1
C,202520,2025-05-11,185,0.44987762,196.08882,1,0.9870441,0,1
C,202521,2025-05-18,161,0.14417033,170.65027,1,0.8914997,0,1
C,202522,2025-05-25,157,0.17097904,166.4105,1,0.9008976,0,1
C,202523,2025-06-01,131,0.026253155,138.85208,1,0.7976453,0,1
C,202524,2025-06-08,114,0.012695608,120.833115,1,0.75888014,0,1
C,202525,2025-06-15,179,0.99103785,189.72919,1,1.3062296,1,1
C,202526,2025-06-22,150,0.7642512,158.99094,1,1.0885016,0,1
C,202527,2025-06-29,122,0.04621602,129.31262,1,0.815136,0,1
C,202528,2025-07-06,183,0.9679827,193.96895,1,1.2256242,1,1
C,202529,2025-07-13,131,0.17552842,138.85208,1,0.89415276,0,1
C,202530,2025-07-20,125,0.066286005,132.49245,1,0.8339933,0,1
C,202531,2025-07-27,89,0.00044490423,94.334625,1,0.6408898,0,1
C,202532,2025-08-03,62,1.682123e-05,65.716255,1,0.5304125,0,1
C,202533,2025-08-10,92,0.45251215,97.51444,1,0.9826755,0,1
C,202534,2025-08-17,83,0.58182794,87.97498,1,1.0327687,0,1
C,202535,2025-08-24,89,0.70505154,94.334625,1,1.0857549,0,1
C,202536,2025-08-31,69,0.106142476,73.13583,1,0.8176025,0,1
C,202537,2025-09-07,90,0.7191858,95.39456,1,1.0922511,0,1
C,202538,2025-09-14,99,0.90978235,104.93402,1,1.2209817,0,1
C,202539,2025-09-21,78,0.2667111,82.675285,1,0.9074766,0,1
C,202540,2025-09-28,97,0.7086357,102.81414,1,1.0836227,0,1
C,202541,2025-10-05,78,0.21969914,82.675285,1,0.8870483,0,1
C,202542,2025-10-12,99,0.7998169,104.93402,1,1.1308693,0,1
C,202543,2025-10-19,100,0.7972446,105.99396,1,1.1286038,0,1
C,202544,2025-10-26,93,0.49462524,98.57438,1,0.99803156,0,1
C,202545,2025-11-02,85,0.21466069,90.094864,1,0.8891808,0,1
C,202546,2025-11-09,88,0.37351245,93.27468,1,0.9531927,0,1
C,202547,2025-11-16,80,0.27113542,84.795166,1,0.9103892,0,1
C,202548,2025-11-23,86,0.52587277,91.1548,1,1.0099465,0,1
C,202549,2025-11-30,127,0.9976873,134.61232,1,1.4786344,1,1
C,202550,2025-12-07,124,0.9697526,131.43251,1,1.2885478,1,1
C,202551,2025-12-14,130,0.85954666,137.79214,1,1.1482158,0,1
C,202552,2025-12-21,93,0.024731597,98.57438,1,0.7642611,0,1
C,202553,2025-12-28,103,0.16908874,109.173775,1,0.8789893,0,1
D,201501,2015-01-04,143,1.0,16.058754,1,2.3891037,1,1
D,201502,2015-01-11,143,0.9999999,16.058754,1,2.0972533,1,1
D,201503,2015-01-18,177,0.9999768,19.87692,3,1.6298068,1,1
D,201504,2015-01-25,205,0.999104,23.021292,3,1.3979108,1,1
D,201505,2015-02-01,210,0.96733695,23.582787,3,1.2072265,1,1
D,201506,2015-02-08,189,0.39932537,21.224508,1,0.97429365,0,1
D,201507,2015-02-15,249,0.98533714,27.962448,1,1.228008,1,2
D,201508,2015-02-22,321,0.9999975,36.047974,4,1.4884009,1,2
D,201509,2015-03-01,372,0.9999986,41.775223,4,1.4582696,1,2
D,201510,2015-03-08,445,0.99999917,49.97305,4,1.4193991,1,2
D,201511,2015-03-15,482,0.99988997,54.12811,4,1.2884616,1,2
D,201512,2015-03-22,673,1.0,75.57722,4,1.5331397,1,2
D,201513,2015-03-29,472,0.11348077,53.00512,4,0.9257842,0,2
D,201514,2015-04-05,750,0.9999998,84.224236,4,1.3261676,1,2
D,201515,2015-04-12,640,0.8987636,71.87135,4,1.075223,0,2
D,201516,2015-04-19,557,0.010344705,62.550533,4,0.8745715,0,2
D,201517,2015-04-26,449,4.015709e-08,50.422245,4,0.7191453,0,2
D,201518,2015-05-03,286,0.0,32.117508,4,0.52589554,0,2
D,201519,2015-05-10,249,4.5208282e-13,27.962448,4,0.5730825,0,2
D,201520,2015-05-17,167,3.1485925e-13,18.753931,1,0.51381457,0,1
D,201521,2015-05-24,187,0.0022880123,20.99991,1,0.76064825,0,1
D,201522,2015-05-31,176,0.115844145,19.764622,1,0.8838366,0,1
D,201523,2015-06-07,130,0.0024182077,14.598868,1,0.72468144,0,1
D,201524,2015-06-14,119,0.003939589,13.363579,1,0.72781783,0,1
D,201525,2015-06-21,85,0.00015013291,9.545414,1,0.612819,0,1
D,201526,2015-06-28,103,0.19996704,11.566795,1,0.8924487,0,1
D,201527,2015-07-05,53,9.85195e-05,5.951846,1,0.5390933,0,1
D,201528,2015-07-12,61,0.023779333,6.850238,1,0.71932805,0,1
D,201529,2015-07-19,56,0.12172111,6.288743,1,0.81177163,0,1
D,201530,2015-07-26,52,0.23866446,5.839547,1,0.8743652,0,1
D,201531,2015-08-02,51,0.32161498,5.727248,1,0.91452664,0,1
D,201532,2015-08-09,37,0.052766766,4.1550627,1,0.7091413,0,0
D,201533,2015-08-16,46,0.43135476,5.1657534,1,0.96504605,0,1
D,201534,2015-08-23,39,0.3129618,4.3796606,1,0.89858377,0,1
D,201535,2015-08-30,29,0.06950855,3.2566705,1,0.7022057,0,0
D,201536,2015-09-06,29,0.14669225,3.2566705,1,0.77327096,0,0
D,201537,2015-09-13,35,0.6170701,3.9304645,1,1.0746915,0,0
D,201538,2015-09-20,37,0.7535653,4.1550627,1,1.1795589,0,0
D,201539,2015-09-27,37,0.6546358,4.1550627,1,1.0987215,0,0
D,201540,2015-10-04,52,0.94924337,5.839547,1,1.4172863,0,1
D,201541,2015-10-11,45,0.67778516,5.0534544,1,1.1043487,0,1
D,201542,2015-10-18,64,0.9559945,7.187135,1,1.3853196,1,1
D,201543,2015-10-25,45,0.2819334,5.0534544,1,0.88902986,0,1
D,201544,2015-11-01,53,0.49425828,5.951846,1,0.9972209,0,1
D,201545,2015-11-08,52,0.5103983,5.839547,1,1.0051113,0,1
D,201546,2015-11-15,90,0.9990581,10.106909,1,1.693762,1,1
D,201547,2015-11-22,86,0.9725248,9.657713,1,1.371406,1,1
D,201548,2015-11-29,124,0.99924654,13.925075,3,1.5684046,1,1
D,201549,2015-12-06,77,0.105133034,8.647022,1,0.8253247,0,1
D,201550,2015-12-13,95,0.38304466,10.668404,1,0.9582794,0,1
D,201551,2015-12-20,86,0.28977823,9.657713,1,0.92074627,0,1
D,201552,2015-12-27,58,0.006834684,6.513341,1,0.6624002,0,1
D,201601,2016-01-03,162,0.99999964,18.192436,1,1.9104767,1,1
D,201602,2016-01-10,130,0.9891387,14.598868,1,1.3590744,1,1
D,201603,2016-01-17,194,0.9999389,21.786003,3,1.5437486,1,1
D,201604,2016-01-24,388,1.0,43.572006,3,2.3880155,1,2
D,201605,2016-01-31,774,1.0,86.91941,4,3.0527742,1,2
D,201606,2016-02-07,1052,1.0,118.138535,4,2.3194263,1,2
D,201607,2016-02-14,1517,1.0,170.35756,4,2.0221393,1,2
D,201608,2016-02-21,1538,1.0,172.71584,4,1.4255178,1,2
D,201609,2016-02-28,1784,1.0,200.34138,4,1.3005245,1,2
D,201610,2016-03-06,1306,4.385925e-06,146.66248,4,0.8463418,0,2
D,201611,2016-03-13,853,0.0,95.79103,4,0.5565695,0,2
D,201612,2016-03-20,665,0.0,74.678825,4,0.517549,0,2
D,201613,2016-03-27,567,0.0,63.673523,4,0.59610444,0,2
D,201614,2016-04-03,330,0.0,37.058666,4,0.46786028,0,2
D,201615,2016-04-10,301,2.220446e-16,33.801994,4,0.562306,0,2
D,201616,2016-04-17,254,1.2765285e-08,28.523943,4,0.6426198,0,2
D,201617,2016-04-24,231,0.00047249356,25.941065,4,0.7511203,0,2
D,201618,2016-05-01,290,0.8444207,32.566704,4,1.0896631,0,2
D,201619,2016-05-08,259,0.5602808,29.085438,4,1.0134524,0,2
D,201620,2016-05-15,302,0.936623,33.914295,4,1.1368047,0,2
D,201621,2016-05-22,283,0.62475866,31.780613,4,1.0272585,0,2
D,201622,2016-05-29,270,0.29116967,30.320726,4,0.95432717,0,2
D,201623,2016-06-05,234,0.02275355,26.277962,4,0.83798283,0,2
D,201624,2016-06-12,208,0.006651865,23.358189,1,0.79530257,0,1
D,201625,2016-06-19,200,0.040219314,22.459797,1,0.84578884,0,1
D,201626,2016-06-26,209,0.38246548,23.470488,1,0.97140634,0,1
D,201627,2016-07-03,148,0.0017336393,16.62025,1,0.7306848,0,1
D,201628,2016-07-10,164,0.09349788,18.417034,1,0.8689064,0,1
D,201629,2016-07-17,100,2.0748652e-05,11.229898,1,0.6007833,0,1
D,201630,2016-07-24,70,3.3397686e-07,7.860929,1,0.49500293,0,1
D,201631,2016-07-31,60,7.657466e-05,6.737939,1,0.55198383,0,1
D,201632,2016-08-07,92,0.7958925,10.331507,1,1.1337429,0,1
D,201633,2016-08-14,79,0.67102647,8.87162,1,1.0741414,0,1
D,201634,2016-08-21,99,0.92372996,11.1175995,1,1.2386388,0,1
D,201635,2016-08-28,71,0.12827,7.973228,1,0.83402324,0,1
D,201636,2016-09-04,67,0.07508663,7.524032,1,0.7914861,0,1
D,201637,2016-09-11,56,0.038727883,6.288743,1,0.7349401,0,1
D,201638,2016-09-18,54,0.13406289,6.064145,1,0.8171597,0,1
D,201639,2016-09-25,31,0.0021210373,3.4812686,1,0.538421,0,0
D,201640,2016-10-02,44,0.3042038,4.9411554,1,0.89951295,0,1
D,201641,2016-10-09,45,0.6333614,5.0534544,1,1.0755255,0,1
D,201642,2016-10-16,35,0.24414352,3.9304645,1,0.8535401,0,0
D,201643,2016-10-23,39,0.4070051,4.3796606,1,0.94903505,0,1
D,201644,2016-10-30,30,0.15233326,3.3689694,1,0.78066957,0,0
D,201645,2016-11-06,31,0.2856372,3.4812686,1,0.8710461,0,0
D,201646,2016-11-13,54,0.98468405,6.064145,1,1.5921321,1,1
D,201647,2016-11-20,62,0.991507,6.9625373,1,1.6185014,1,1
D,201648,2016-11-27,62,0.88889676,6.9625373,1,1.2603952,0,1
D,201649,2016-12-04,62,0.6442926,6.9625373,1,1.0696588,0,1
D,201650,2016-12-11,58,0.39381924,6.513341,1,0.95195514,0,1
D,201651,2016-12-18,60,0.47809094,6.737939,1,0.99007744,0,1
D,201652,2016-12-25,95,0.9965637,10.668404,1,1.5467851,1,1
D,201701,2017-01-01,103,0.99396664,11.566795,1,1.4682881,1,1
D,201702,2017-01-08,112,0.9635364,12.577486,3,1.2902873,1,1
D,201703,2017-01-15,81,0.0885155,9.096218,1,0.8177097,0,1
D,201704,2017-01-22,92,0.29167637,10.331507,1,0.92393386,0,1
D,201705,2017-01-29,86,0.31786278,9.657713,1,0.9316455,0,1
D,201706,2017-02-05,91,0.57296497,10.219208,1,1.0277696,0,1
D,201707,2017-02-12,93,0.6312737,10.443806,1,1.0509139,0,1
D,201708,2017-02-19,123,0.98428625,13.812775,1,1.342814,1,1
D,201709,2017-02-26,149,0.99856395,16.73255,1,1.4609278,1,1
D,201710,2017-03-05,162,0.99183613,18.192436,3,1.3313599,1,1
D,201711,2017-03-12,141,0.48923495,15.834157,1,0.99679834,0,1
D,201712,2017-03-19,113,0.014955812,12.689785,1,0.7636864,0,1
D,201713,2017-03-26,118,0.107749835,13.25128,1,0.8565242,0,1
D,201714,2017-04-02,189,0.9997494,21.224508,1,1.4837649,1,1
D,201715,2017-04-09,175,0.9821202,19.652323,1,1.2685795,1,1
D,201716,2017-04-16,195,0.9518052,21.898302,3,1.1921245,1,1
D,201717,2017-04-23,140,0.018180171,15.721858,1,0.79015136,0,1
D,201718,2017-04-30,112,0.00022003314,12.577486,1,0.65572196,0,1
D,201719,2017-05-07,122,0.06310032,13.700476,1,0.8297862,0,1
D,201720,2017-05-14,106,0.103597105,11.903692,1,0.8471177,0,1
D,201721,2017-05-21,74,0.0017165941,8.310125,1,0.6499064,0,1
D,201722,2017-05-28,102,0.50237876,11.454496,1,1.0008337,0,1
D,201723,2017-06-04,109,0.8729629,12.240589,1,1.1740762,0,1
D,201724,2017-06-11,135,0.9916893,15.160363,1,1.3699956,1,1
D,201725,2017-06-18,104,0.31790942,11.679094,1,0.9375414,0,1
D,201726,2017-06-25,90,0.03403457,10.106909,1,0.7751567,0,1
D,201727,2017-07-02,77,0.014509741,8.647022,1,0.72342694,0,1
D,201728,2017-07-09,85,0.29698157,9.545414,1,0.9231469,0,1
D,201729,2017-07-16,109,0.9568734,12.240589,1,1.279695,1,1
D,201730,2017-07-23,105,0.86052495,11.791393,1,1.1676522,0,1
D,201731,2017-07-30,119,0.895267,13.363579,1,1.1846175,0,1
D,201732,2017-08-06,155,0.9970257,17.406343,1,1.4043728,1,1
D,201733,2017-08-13,129,0.6326348,14.486569,1,1.0434908,0,1
D,201734,2017-08-20,134,0.46975636,15.048064,1,0.9908077,0,1
D,201735,2017-08-27,117,0.13289927,13.138981,1,0.8691452,0,1
D,201736,2017-09-03,94,0.012999297,10.556105,1,0.7403416,0,1
D,201737,2017-09-10,123,0.67128724,13.812775,1,1.0589361,0,1
D,201738,2017-09-17,109,0.4922636,12.240589,1,0.9973832,0,1
D,201739,2017-09-24,60,8.396508e-05,6.737939,1,0.5537215,0,1
D,201740,2017-10-01,82,0.11857535,9.208517,1,0.838408,0,1
D,201741,2017-10-08,83,0.5402102,9.320816,1,1.0158181,0,1
D,201742,2017-10-15,87,0.7473339,9.770012,1,1.1089134,0,1
D,201743,2017-10-22,72,0.21785791,8.085526,1,0.88200986,0,1
D,201744,2017-10-29,71,0.21350783,7.973228,1,0.87920535,0,1
D,201745,2017-11-05,83,0.7030459,9.320816,1,1.0879635,0,1
D,201746,2017-11-12,74,0.4704608,8.310125,1,0.98796,0,1
D,201747,2017-11-19,50,0.011724591,5.614949,1,0.6650558,0,1
D,201748,2017-11-26,56,0.123338014,6.288743,1,0.8128719,0,1
D,201749,2017-12-03,58,0.4505833,6.513341,1,0.9774107,0,1
D,201750,2017-12-10,56,0.50492597,6.288743,1,1.0023289,0,1
D,201751,2017-12-17,29,0.002116233,3.2566705,1,0.52877414,0,0
D,201752,2017-12-24,48,0.4497953,5.3903513,1,0.974839,0,1
D,201801,2017-12-31,91,0.9999674,10.219208,1,2.020699,1,1
D,201802,2018-01-07,72,0.9307427,8.085526,1,1.3005503,0,1
D,201803,2018-01-14,67,0.37335613,7.524032,1,0.9466032,0,1
D,201804,2018-01-21,60,0.13023952,6.737939,1,0.82279307,0,1
D,201805,2018-01-28,113,0.999335,12.689785,1,1.6165924,1,1
D,201806,2018-02-04,129,0.9997765,14.486569,1,1.6380283,1,1
D,201807,2018-02-11,175,0.99999005,19.652323,3,1.6792998,1,1
D,201808,2018-02-18,207,0.9999433,23.24589,3,1.5234768,1,1
D,201809,2018-02-25,320,1.0,35.935677,3,1.8309765,1,2
D,201810,2018-03-04,375,1.0,42.112118,4,1.6298896,1,2
D,201811,2018-03-11,533,1.0,59.85536,4,1.7344557,1,2
D,201812,2018-03-18,460,0.98936456,51.65753,4,1.1710515,1,2
D,201813,2018-03-25,484,0.7920281,54.352707,4,1.0543938,0,2
D,201814,2018-04-01,636,0.9999966,71.42216,4,1.3096426,1,2
D,201815,2018-04-04,679,0.99999535,76.25101,4,1.2922746,1,2
D,201816,2018-04-15,853,1.0,95.79103,4,1.4019408,1,2
D,201817,2018-04-22,878,0.99999166,98.59851,4,1.242179,1,2
D,201818,2018-04-29,783,0.37300637,87.93011,4,0.9838331,0,2
D,201819,2018-05-06,590,6.010734e-10,66.2564,4,0.7216824,0,2
D,201820,2018-05-13,648,0.0027650287,72.769745,4,0.8620227,0,2
D,201821,2018-05-20,678,0.5913933,76.13871,4,1.0126685,0,2
D,201822,2018-05-27,512,8.639877e-05,57.49708,4,0.8009284,0,2
D,201823,2018-06-03,633,0.63494563,71.08526,4,1.0196705,0,2
D,201824,2018-06-10,645,0.92635834,72.432846,4,1.0858343,0,2
D,201825,2018-06-17,617,0.630441,69.288475,4,1.0192268,0,2
D,201826,2018-06-24,434,1.238889e-08,48.73776,4,0.70689905,0,2
D,201827,2018-07-01,424,2.7804826e-06,47.61477,4,0.74824005,0,2
D,201828,2018-07-08,398,0.0018274231,44.694996,4,0.82194054,0,2
D,201829,2018-07-15,394,0.11768104,44.2458,4,0.9205606,0,2
D,201830,2018-07-22,259,3.15363e-08,29.085438,4,0.6524775,0,2
D,201831,2018-07-29,301,0.0139976265,33.801994,4,0.84240943,0,2
D,201832,2018-08-05,321,0.63601017,36.047974,4,1.0280114,0,2
D,201833,2018-08-12,274,0.15454161,30.769922,4,0.9185018,0,2
D,201834,2018-08-19,230,0.0021249366,25.828766,4,0.77861774,0,2
D,201835,2018-08-26,241,0.07818922,27.064054,4,0.8824596,0,2
D,201836,2018-09-02,191,0.0045366436,21.449106,1,0.77837104,0,1
D,201837,2018-09-09,167,0.0021366149,18.753931,1,0.74791276,0,1
D,201838,2018-09-16,151,0.0069491463,16.957148,1,0.7674701,0,1
D,201839,2018-09-23,154,0.16218512,17.294044,1,0.8965986,0,1
D,201840,2018-09-30,174,0.7992524,19.540024,1,1.0962781,0,1
D,201841,2018-10-07,162,0.57276106,18.192436,1,1.0206672,0,1
D,201842,2018-10-14,149,0.21621871,16.73255,1,0.91499716,0,1
D,201843,2018-10-21,112,0.0025422028,12.577486,1,0.7095855,0,1
D,201844,2018-10-28,111,0.025904477,12.465187,1,0.78261185,0,1
D,201845,2018-11-04,168,0.99274594,18.86623,1,1.3311895,1,1
D,201846,2018-11-11,143,0.81029636,16.058754,1,1.1124835,0,1
D,201847,2018-11-18,120,0.08950935,13.475878,1,0.84691304,0,1
D,201848,2018-11-25,188,0.99299514,21.11221,1,1.3110532,1,1
D,201849,2018-12-02,84,4.976091e-05,9.433115,1,0.5912235,0,1
D,201850,2018-12-09,105,0.0155930845,11.791393,1,0.75805426,0,1
D,201851,2018-12-16,82,0.0076426566,9.208517,1,0.7070724,0,1
D,201852,2018-12-23,94,0.39076096,10.556105,1,0.96082354,0,1
D,201901,2018-12-30,129,0.9920318,14.486569,1,1.3838978,1,1
D,201902,2019-01-06,128,0.9601159,14.37427,1,1.2606626,1,1
D,201903,2019-01-13,144,0.9473092,16.171053,1,1.2217898,0,1
D,201904,2019-01-20,117,0.2236788,13.138981,1,0.9077346,0,1
D,201905,2019-01-27,112,0.120966025,12.577486,1,0.8604129,0,1
D,201906,2019-02-03,115,0.31691042,12.914383,1,0.9401188,0,1
D,201907,2019-02-10,160,0.9944505,17.967838,1,1.358042,1,1
D,201908,2019-02-17,148,0.90154636,16.62025,1,1.1685054,0,1
D,201909,2019-02-24,155,0.7674351,17.406343,1,1.0883101,0,1
D,201910,2019-03-03,162,0.73829526,18.192436,1,1.0747554,0,1
D,201911,2019-03-10,244,0.99998903,27.400951,1,1.5328159,1,2
D,201912,2019-03-17,243,0.998217,27.288652,4,1.3277956,1,2
D,201913,2019-03-24,321,0.9999905,36.047974,4,1.4477899,1,2
D,201914,2019-03-31,506,1.0,56.823288,4,1.8710985,1,2
D,201915,2019-04-07,625,1.0,70.18687,4,1.7509278,1,2
D,201916,2019-04-14,719,1.0,80.74297,4,1.4861153,1,2
D,201917,2019-04-21,777,0.9999979,87.25631,4,1.2818716,1,2
D,201918,2019-04-28,950,1.0,106.68404,4,1.3453255,1,2
D,201919,2019-05-05,910,0.9963943,102.19208,4,1.1389389,1,2
D,201920,2019-05-12,957,0.9628413,107.47013,4,1.0868495,1,2
D,201921,2019-05-19,1061,0.9986832,119.14922,4,1.1445746,1,2
D,201922,2019-05-26,993,0.7203354,111.51289,4,1.0267204,0,2
D,201923,2019-06-02,905,0.017002698,101.630585,4,0.90733224,0,2
D,201924,2019-06-09,820,0.00016349729,92.08517,4,0.84364974,0,2
D,201925,2019-06-16,849,0.082297385,95.341835,4,0.9358229,0,2
D,201926,2019-06-23,718,0.00047270668,80.63067,4,0.8459405,0,2
D,201927,2019-06-30,715,0.012020777,80.29378,4,0.89056337,0,2
D,201928,2019-07-07,680,0.031985242,76.36331,4,0.9066491,0,2
D,201929,2019-07-14,614,0.0055255997,68.95158,4,0.86936295,0,2
D,201930,2019-07-21,666,0.44067258,74.79112,4,0.9918728,0,2
D,201931,2019-07-28,552,0.00444297,61.98904,4,0.85934913,0,2
D,201932,2019-08-04,492,0.000114658505,55.2511,4,0.8008113,0,2
D,201933,2019-08-11,361,4.829548e-11,40.539932,4,0.6490823,0,2
D,201934,2019-08-18,263,6.4392935e-15,29.534634,4,0.5593725,0,2
D,201935,2019-08-25,220,1.8544943e-10,24.705776,1,0.59231836,0,1
D,201936,2019-09-01,252,0.059401054,28.299345,1,0.8743548,0,2
D,201937,2019-09-08,183,0.0015364236,20.550714,1,0.7499734,0,1
D,201938,2019-09-15,137,3.7267068e-06,15.384961,1,0.6190395,0,1
D,201939,2019-09-22,125,0.00021154639,14.037374,1,0.6685402,0,1
D,201940,2019-09-29,132,0.12982343,14.823466,1,0.8746046,0,1
D,201941,2019-10-06,165,0.9592814,18.529333,1,1.2231878,1,1
D,201942,2019-10-13,174,0.9709685,19.540024,1,1.2387148,1,1
D,201943,2019-10-20,103,0.0008756598,11.566795,1,0.6740375,0,1
D,201944,2019-10-27,84,1.6608543e-05,9.433115,1,0.57338375,0,1
D,201945,2019-11-03,99,0.09382994,11.1175995,1,0.8363249,0,1
D,201946,2019-11-10,90,0.2941636,10.106909,1,0.92410094,0,1
D,201947,2019-11-17,87,0.33631432,9.770012,1,0.93901885,0,1
D,201948,2019-11-24,114,0.9371621,12.802084,1,1.2380326,0,1
D,201949,2019-12-01,67,0.018035743,7.524032,1,0.7172002,0,1
D,201950,2019-12-08,82,0.21316227,9.208517,1,0.8866829,0,1
D,201951,2019-12-15,65,0.071041,7.299434,1,0.78526825,0,1
D,201952,2019-12-22,87,0.80839145,9.770012,1,1.1461945,0,1
D,202001,2019-12-29,61,0.12632243,6.850238,1,0.821525,0,1
D,202002,2020-01-05,96,0.9454406,10.780703,1,1.2779722,0,1
D,202003,2020-01-12,127,0.999579,14.261971,1,1.6004045,1,1
D,202004,2020-01-19,186,0.9999999,20.887611,1,1.8820647,1,1
D,202005,2020-01-26,254,1.0,28.523943,3,1.8634958,1,2
D,202006,2020-02-02,276,0.99998444,30.99452,4,1.4778259,1,2
D,202007,2020-02-09,190,0.023490688,21.336807,1,0.823685,0,1
D,202008,2020-02-16,164,0.00012600776,18.417034,1,0.6919373,0,1
D,202009,2020-02-23,129,1.8746776e-05,14.486569,1,0.6330165,0,1
D,202010,2020-03-01,151,0.18706928,16.957148,1,0.9051666,0,1
D,202011,2020-03-08,145,0.45268172,16.283352,1,0.9862016,0,1
D,202012,2020-03-15,79,1.3977079e-05,8.87162,1,0.5621198,0,1
D,202013,2020-03-22,48,1.8152513e-09,5.3903513,1,0.38769406,0,1
D,202014,2020-03-29,33,1.18818534e-07,3.7058666,1,0.37185165,0,0
D,202015,2020-04-05,51,0.26487693,5.727248,1,0.8866651,0,1
D,202016,2020-04-12,46,0.56158626,5.1657534,1,1.032963,0,1
D,202017,2020-04-19,69,0.9840038,7.74863,1,1.4951754,1,1
D,202018,2020-04-26,50,0.41763029,5.614949,1,0.9598292,0,1
D,202019,2020-05-03,86,0.9898123,9.657713,1,1.4749829,1,1
D,202020,2020-05-10,97,0.99368006,10.893002,1,1.4830943,1,1
D,202021,2020-05-17,82,0.6170149,9.208517,1,1.0480291,0,1
D,202022,2020-05-24,70,0.09744703,7.860929,1,0.812636,0,1
D,202023,2020-05-31,70,0.16878667,7.860929,1,0.8559983,0,1
D,202024,2020-06-07,52,0.028681403,5.839547,1,0.71098375,0,1
D,202025,2020-06-14,49,0.06640602,5.5026503,1,0.75430244,0,1
D,202026,2020-06-21,83,0.9821754,9.320816,1,1.4266891,1,1
D,202027,2020-06-28,57,0.41193905,6.401042,1,0.9597184,0,1
D,202028,2020-07-05,52,0.118869275,5.839547,1,0.8037605,0,1
D,202029,2020-07-12,37,0.008584919,4.1550627,1,0.61371154,0,0
D,202030,2020-07-19,55,0.64567983,6.176444,1,1.0749489,0,1
D,202031,2020-07-26,47,0.51485175,5.2780523,1,1.0076913,0,1
D,202032,2020-08-02,52,0.6505301,5.839547,1,1.0800432,0,1
D,202033,2020-08-09,70,0.9617187,7.860929,1,1.3818591,1,1
D,202034,2020-08-16,69,0.880033,7.74863,1,1.233873,0,1
D,202035,2020-08-23,34,0.002013055,3.8181655,1,0.5499263,0,0
D,202036,2020-08-30,32,0.0032442526,3.5935676,1,0.55707467,0,0
D,202037,2020-09-06,26,0.017201997,2.9197736,1,0.5987604,0,0
D,202038,2020-09-13,27,0.22542293,3.0320725,1,0.82355267,0,0
D,202039,2020-09-20,22,0.1962658,2.4705777,1,0.7860649,0,0
D,202040,2020-09-27,29,0.6664634,3.2566705,1,1.1223124,0,0
D,202041,2020-10-04,17,0.11092706,1.9090828,1,0.68561727,0,0
D,202042,2020-10-11,32,0.84941,3.5935676,1,1.3162651,0,0
D,202043,2020-10-18,32,0.840155,3.5935676,1,1.3018221,0,0
D,202044,2020-10-25,17,0.059721857,1.9090828,1,0.62482876,0,0
D,202045,2020-11-01,33,0.7638633,3.7058666,1,1.2020205,0,0
D,202046,2020-11-08,34,0.84621376,3.8181655,1,1.3000532,0,0
D,202047,2020-11-15,48,0.9804212,5.3903513,1,1.6016542,1,1
D,202048,2020-11-22,38,0.5795667,4.2673616,1,1.0474293,0,0
